source	url	http_status	title	meta_description	canonical	og_image	h1
post	https://matteocurcio.com/from-wd-ex2-ultra-to-qnap-migrating-a-plex-media-library-the-hard-way-and-surviving-it	200	From WD EX2 Ultra to QNAP: migrating a PLEX media library the hard way (and surviving it) | Matteo Curcio		https://matteocurcio.com/from-wd-ex2-ultra-to-qnap-migrating-a-plex-media-library-the-hard-way-and-surviving-it	https://matteocurcio.com/wp-content/uploads/4477FA15-10DB-4934-AF3C-D0AD0F7B9684.png	
page	https://matteocurcio.com/motion	200	Matteo Curcio | Motion Graphics | Melbourne	Matteo Curcio is a versatile colorist and finisher based in Melbourne, working both locally and remotely.	https://matteocurcio.com/motion	https://matteocurcio.com/wp/wp-content/uploads/6135D25B-C2DE-41C8-A126-1C168C59AE4F.jpg	
page	https://matteocurcio.com/photography	200	Photography | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/photography	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post	https://matteocurcio.com/post-haste-for-mac-a-must-have-tool-for-organizing-creative-projects	200	Post Haste for Mac: A Must-Have Tool for Organizing Creative Projects | Matteo Curcio	Discover how Post Haste for Mac helps creative professionals organize projects with custom templates. Learn how to set it up, why it’s useful, and how I use it in video production.	https://matteocurcio.com/post-haste-for-mac-a-must-have-tool-for-organizing-creative-projects	https://matteocurcio.com/wp-content/uploads/Templates.png	
page	https://matteocurcio.com/reels	200	Matteo Curcio | Reels	Matteo Curcio is a Melbourne-based content producer working for web, TV, events and emerging media.	https://matteocurcio.com/reels	https://matteocurcio.com/wp/wp-content/uploads/6135D25B-C2DE-41C8-A126-1C168C59AE4F.jpg	
post	https://matteocurcio.com/resolve-transcript-cleaner-python	200	From Resolve Studio 20 AI Transcript to Readable Dialogue with Python | Matteo Curcio	Clean up DaVinci Resolve transcripts with a Python script. Remove timecodes, map speakers to names, and create readable dialogue in seconds.	https://matteocurcio.com/resolve-transcript-cleaner-python	https://matteocurcio.com/wp-content/uploads/Screenshot-2025-08-19-at-2.29.01-pm.png	
semplice_folder	https://matteocurcio.com/semplice_folder/motion-oracle	200	motion: Oracle Archives | Matteo Curcio		https://matteocurcio.com/semplice_folder/motion-oracle	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
semplice_folder	https://matteocurcio.com/semplice_folder/work-renault-zoe-reveal	200	work: Renault Zoe Reveal Archives | Matteo Curcio		https://matteocurcio.com/semplice_folder/work-renault-zoe-reveal	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
semplice_folder	https://matteocurcio.com/semplice_folder/work-white-papers	200	work: Infocomm Archives | Matteo Curcio		https://matteocurcio.com/semplice_folder/work-white-papers	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
semplice_folder	https://matteocurcio.com/semplice_folder/works-oracle	200	work: Oracle Archives | Matteo Curcio		https://matteocurcio.com/semplice_folder/works-oracle	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/automation	200	Automation Archives | Matteo Curcio		https://matteocurcio.com/tag/automation	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/creative-workflow	200	Creative Workflow Archives | Matteo Curcio		https://matteocurcio.com/tag/creative-workflow	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/davinci-resolve	200	DaVinci Resolve Archives | Matteo Curcio		https://matteocurcio.com/tag/davinci-resolve	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/digital-rebellion-post-haste	200	digital rebellion post haste Archives | Matteo Curcio		https://matteocurcio.com/tag/digital-rebellion-post-haste	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/filmmaking-tools	200	Filmmaking Tools Archives | Matteo Curcio		https://matteocurcio.com/tag/filmmaking-tools	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/interview-transcription	200	Interview Transcription Archives | Matteo Curcio		https://matteocurcio.com/tag/interview-transcription	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/mac-folder-structure-tool	200	mac folder structure tool Archives | Matteo Curcio		https://matteocurcio.com/tag/mac-folder-structure-tool	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/open-source-tools	200	Open Source Tools Archives | Matteo Curcio		https://matteocurcio.com/tag/open-source-tools	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/organize-video-editing-projects	200	organize video editing projects Archives | Matteo Curcio		https://matteocurcio.com/tag/organize-video-editing-projects	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/post-haste-mac	200	post haste mac Archives | Matteo Curcio		https://matteocurcio.com/tag/post-haste-mac	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/post-production-organization	200	post production organization Archives | Matteo Curcio		https://matteocurcio.com/tag/post-production-organization	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/post-production-workflow	200	Post-Production Workflow Archives | Matteo Curcio		https://matteocurcio.com/tag/post-production-workflow	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/project-folder-templates-mac	200	project folder templates mac Archives | Matteo Curcio		https://matteocurcio.com/tag/project-folder-templates-mac	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/project-templates-for-creatives	200	project templates for creatives Archives | Matteo Curcio		https://matteocurcio.com/tag/project-templates-for-creatives	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/python	200	Python Archives | Matteo Curcio		https://matteocurcio.com/tag/python	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/python-script	200	Python Script Archives | Matteo Curcio		https://matteocurcio.com/tag/python-script	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/resolve-transcription	200	Resolve Transcription Archives | Matteo Curcio		https://matteocurcio.com/tag/resolve-transcription	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/subtitles-captions	200	Subtitles &amp; Captions Archives | Matteo Curcio		https://matteocurcio.com/tag/subtitles-captions	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/text-processing	200	Text Processing Archives | Matteo Curcio		https://matteocurcio.com/tag/text-processing	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/transcript-cleanup	200	Transcript Cleanup Archives | Matteo Curcio		https://matteocurcio.com/tag/transcript-cleanup	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/video-editing	200	Video Editing Archives | Matteo Curcio		https://matteocurcio.com/tag/video-editing	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/video-editing-folder-structure	200	video editing folder structure Archives | Matteo Curcio		https://matteocurcio.com/tag/video-editing-folder-structure	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
post_tag	https://matteocurcio.com/tag/video-production-workflow-tools	200	video production workflow tools Archives | Matteo Curcio		https://matteocurcio.com/tag/video-production-workflow-tools	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/2xu	200	Compression | Matteo Curcio		https://matteocurcio.com/work/2xu	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/a-gentle-giant	200	A Gentle Giant | Matteo Curcio		https://matteocurcio.com/work/a-gentle-giant	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/advertising	200	Advertising | Matteo Curcio	Elevate your brand with expert color grading services. Revolutionize advertising by shaping emotions and enhancing storytelling for TV, web, and cinema. Create visually cohesive, attention-grabbing content for a memorable viewing experience.	https://matteocurcio.com/work/advertising	https://matteocurcio.com/wp/wp-content/uploads/reel-advertising-1.webp	Color Grading for Advertising
project	https://matteocurcio.com/work/amp	200	Quay Quarter | Matteo Curcio		https://matteocurcio.com/work/amp	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/ar	200	Matteo Curcio | Augmented Reality	Seamlessly merging virtual elements with reality, I use augmented reality to elevate advertising storytelling, craft interactive gaming, and turn art into captivating spectacles. It&#039;s a journey of creativity and tech innovation, reshaping audience connections in the digital era.	https://matteocurcio.com/work/ar	https://matteocurcio.com/wp/wp-content/uploads/reel-augmented-reality-1.webp	Augmented Reality
project	https://matteocurcio.com/work/audi-untaggable	200	Audi #Untaggable | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/audi-untaggable	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	AUDI #Untaggable
project	https://matteocurcio.com/work/be-on-it-ent	200	Be On It | Matteo Curcio		https://matteocurcio.com/work/be-on-it-ent	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/cornello	200	Cornello dei Tasso | Matteo Curcio		https://matteocurcio.com/work/cornello	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	Cornello dei Tasso
project	https://matteocurcio.com/work/cowra	200	Get Chris to Cowra | Matteo Curcio		https://matteocurcio.com/work/cowra	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/denton-pillows	200	A Great Night Sleep | Matteo Curcio		https://matteocurcio.com/work/denton-pillows	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/dms17-cadillac	200	Dubai Motor Show | Matteo Curcio	Experience Cadillac&#039;s luxury at Dubai Motor Show with my dynamic on-screen content, crafted for a unique super-wide LCD display. Optimal visuals, precision, and flair leave a lasting impression.	https://matteocurcio.com/work/dms17-cadillac	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_DMS_Cadillac.webp	Dubai Motor Show 2017 -&nbsp;Cadillac
project	https://matteocurcio.com/work/dms17-gmc	200	Dubai Motor Show | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/dms17-gmc	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_GMC.webp	Dubai Motor Show 2017 - GMC
project	https://matteocurcio.com/work/doodle-bears	200	Doodle Bears | Matteo Curcio		https://matteocurcio.com/work/doodle-bears	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/dora-the-explorer	200	Dora the Explorer | Matteo Curcio		https://matteocurcio.com/work/dora-the-explorer	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/drive	200	Drive | Matteo Curcio		https://matteocurcio.com/work/drive	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/dubai-business-events	200	Business Events Presentation | Matteo Curcio	Explore how a 150-page presentation positioned Dubai as a global hub for future business events, with stunning visuals and insights showcase the city&#039;s innovation.	https://matteocurcio.com/work/dubai-business-events	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_DTCM_BEP.webp	Dubai Business Events Presentation
project	https://matteocurcio.com/work/dubai-flea-market	200	Dubai Flea Market | Matteo Curcio		https://matteocurcio.com/work/dubai-flea-market	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	Dubai Flea Market: Zabeel Park
project	https://matteocurcio.com/work/dubai-master-business-presentation	200	Master Business Presentation | Matteo Curcio	Powerful presentation tool for Dubai Tourism: Modular, customizable, and impactful—500 slides that unveil Dubai&#039;s diverse business opportunities. Discover how an impactful and crafted presentation can make the difference to your business.	https://matteocurcio.com/work/dubai-master-business-presentation	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_DTCM_MBP.webp	Master Business Presentation
project	https://matteocurcio.com/work/ecco-safety	200	Heavy Duty Beacon | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/ecco-safety	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/expo-2020-global-media-briefing	200	Global Media Briefing | Matteo Curcio	Explore this white paper detailing the creation of immersive on-screen content for EXPO 2020 Dubai Global Media Briefing. High-res visuals, motion graphics, and insights shared with 500+ media reps.	https://matteocurcio.com/work/expo-2020-global-media-briefing	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_EXPO2020_gmb2019.webp	Global Media Briefing 2019
project	https://matteocurcio.com/work/expo-2020-iptm18	200	International Participants Meeting 2018 | Matteo Curcio	Dig into this reel on crafting dynamic on-screen presentations for EXPO 2020 Dubai. Advanced animations, infographics, and precision timing deliver impactful insights.	https://matteocurcio.com/work/expo-2020-iptm18	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_EXPO2020_ipm2018.webp	International Participants Meeting 2019
project	https://matteocurcio.com/work/expo-2020-iptm19	200	International Participants Meeting 2019 | Matteo Curcio	Elevate presentations with my specialized service, crafting dynamic content for global events like EXPO 2020 Dubai. Experience seamless infographics, compelling video, animations, and data visualizations for an impactful event that leave the mark.	https://matteocurcio.com/work/expo-2020-iptm19	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_EXPO2020_ipm2019.webp	International Participants Meeting 2019
project	https://matteocurcio.com/work/expo-2020-story	200	EXPO 2020 Story | Matteo Curcio	Dive into this successful EXPO2020 Dubai presentation case history—leveraging advanced PowerPoint design, infographics, data visualization, and precise timing for a compelling stakeholder experience.	https://matteocurcio.com/work/expo-2020-story	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_EXPO2020_story-2.webp	Expo 2020 Story
project	https://matteocurcio.com/work/fashion-photography	200	Ana Juarez Workshop | Matteo Curcio		https://matteocurcio.com/work/fashion-photography	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	Ana Juarez Fashion Photography Workshop
project	https://matteocurcio.com/work/find-your-place	200	Find Your Place | Matteo Curcio		https://matteocurcio.com/work/find-your-place	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/football-christmas	200	Football Christmas | Matteo Curcio		https://matteocurcio.com/work/football-christmas	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/ginfusion	200	GinFusion | Matteo Curcio		https://matteocurcio.com/work/ginfusion	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/gitex-vr	200	Gitex VR | Matteo Curcio	Discover how 360° videos can revolutionize event videography, like with GITEX VR. Lifelike and interactive, it captivates a global audience, redefining expo showcasing for accessibility and engagement.	https://matteocurcio.com/work/gitex-vr	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_gitex_VR-1.webp	GITEX 2017&nbsp;VR
project	https://matteocurcio.com/work/ikea	200	IKEA Temporary Store | Matteo Curcio		https://matteocurcio.com/work/ikea	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	IKEA Temporary Store
project	https://matteocurcio.com/work/ikea-temporary-store-duplicate	200	Upcycling | Matteo Curcio		https://matteocurcio.com/work/ikea-temporary-store-duplicate	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	Upcycling: Zu kostbar für die Tonne
project	https://matteocurcio.com/work/irwin-fran	200	Irwin &amp; Fran | Matteo Curcio		https://matteocurcio.com/work/irwin-fran	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/jetstar-airport-services	200	Airport Services | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/jetstar-airport-services	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/kakadu-complex	200	Kakadu Complex | Matteo Curcio		https://matteocurcio.com/work/kakadu-complex	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/kikkoman	200	Makoto Selection | Matteo Curcio		https://matteocurcio.com/work/kikkoman	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/la-grande-bellezza	200	La Grande Bellezza | Matteo Curcio		https://matteocurcio.com/work/la-grande-bellezza	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	La Grande Bellezza
project	https://matteocurcio.com/work/madebox	200	Madebox | Matteo Curcio		https://matteocurcio.com/work/madebox	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/merrie-melodies	200	Merrie Melodies | Matteo Curcio		https://matteocurcio.com/work/merrie-melodies	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	Merrie Melodies
project	https://matteocurcio.com/work/motorone	200	Protektiv Hydro | Matteo Curcio		https://matteocurcio.com/work/motorone	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/moveactive	200	April Campaign | Matteo Curcio		https://matteocurcio.com/work/moveactive	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/mrajeeb-al-fhood	200	Mrajeeb Al Fhood | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/mrajeeb-al-fhood	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_kalimat_foundation.webp	Mrajeeb Al Fhood
project	https://matteocurcio.com/work/national-hero	200	National Hero | Matteo Curcio		https://matteocurcio.com/work/national-hero	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/patterns	200	Patterns | Matteo Curcio	Explore &#039;Patterns Revealed&#039; as artist Matteo Curcio champions a silent protest against throwaway culture, prompting reflection on sustainability and our relationship with the material world.	https://matteocurcio.com/work/patterns	https://matteocurcio.com/wp/wp-content/uploads/untitled-97-of-120.webp	Patterns: Veiled Whispers of Sustainable Chaos
project	https://matteocurcio.com/work/rasta-man-vibration	200	Rasta Man Vibration | Matteo Curcio		https://matteocurcio.com/work/rasta-man-vibration	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/refreshed	200	Refreshed | Matteo Curcio		https://matteocurcio.com/work/refreshed	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/renault-zoe	200	Renault Zoe Reveal | Matteo Curcio	Elevating the Renault Zoe Reveal with my premier presentation design, immersing the audience in the unveiling of the five-door supermini electric car, showcasing Renault&#039;s commitment to innovation and sustainable technology.	https://matteocurcio.com/work/renault-zoe	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_renault_zoe_reveal.webp	Renault Zoe Reveal
project	https://matteocurcio.com/work/rumbalara	200	Over the Rainbow | Matteo Curcio		https://matteocurcio.com/work/rumbalara	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/show-dont-tell	200	Show Don&#039;t Tell | Matteo Curcio		https://matteocurcio.com/work/show-dont-tell	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/showreel	200	Showreel | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/showreel	https://matteocurcio.com/wp/wp-content/uploads/reel-showreel-2024.webp	
project	https://matteocurcio.com/work/spring-party	200	Spring Party | Matteo Curcio		https://matteocurcio.com/work/spring-party	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/tradie	200	Tradie | Matteo Curcio		https://matteocurcio.com/work/tradie	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/uae-year-of-reading	200	UAE Year of Reading | Matteo Curcio		https://matteocurcio.com/work/uae-year-of-reading	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	UAE Year of Reading
project	https://matteocurcio.com/work/ultramarine	200	Ultramarine | Matteo Curcio		https://matteocurcio.com/work/ultramarine	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/victorian-queens	200	Victorian Queens | Matteo Curcio	Add a description about your page or projects. Should be around 135 to 160 characters.	https://matteocurcio.com/work/victorian-queens	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
project	https://matteocurcio.com/work/video-games-advertising	200	Video Games Advertising | Matteo Curcio	Elevate your AAA video game campaigns with expert online editing and motion graphics. Tailored localization for captivating TVC cuts.	https://matteocurcio.com/work/video-games-advertising	https://matteocurcio.com/wp/wp-content/uploads/reel-video-games.webp	Video Games Advertising
project	https://matteocurcio.com/work/welcome-to-sharjah	200	Welcome to Sharjah | Matteo Curcio	Explore the creation of a captivating VR Cave experience unveiled at the Paris Book Fair, showcasing the beauty of Sharjah, one of the UAE&#039;s captivating emirates, to the global audience	https://matteocurcio.com/work/welcome-to-sharjah	https://matteocurcio.com/wp/wp-content/uploads/thumbnail_welcome_to_sharjah.webp	Welcome to Sharjah
project	https://matteocurcio.com/work/yamaha	200	Make Waves | Matteo Curcio		https://matteocurcio.com/work/yamaha	https://matteocurcio.com/wp-content/uploads/borouge_day2_1000.jpg	
